{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 78808.9256127451, 'shape_smoothness': 47.207706423840385, 'edge_consistency': 426736.1766819164, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8971346300804196, 'intensity_variance_error': 0.7086233556432303, 'peak_intensity_consistency': 12.124454880420283, 'ge_normalized': 0.505102316586099, 'ge': 217533.8401297934, 'spatial_spread_error': 11.398267648290712, 'gap_error': 0.8833417862801464}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 88911.4219187675, 'shape_smoothness': 65.76371755032831, 'edge_consistency': 426616.0106000003, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9201618362434395, 'intensity_variance_error': 0.7274887428512032, 'peak_intensity_consistency': 12.658966890422297, 'ge_normalized': 0.5240247531909915, 'ge': 233980.50570317928, 'spatial_spread_error': 13.149918828812583, 'gap_error': 0.865907445965116}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30405.155084642553, 'shape_smoothness': 202.52649986962493, 'edge_consistency': 426285.1112977776, 'edge_intensity_error': 0.36630946194754593, 'intensity_gradient_error': 0.9356343128809245, 'intensity_variance_error': 0.6923913085769179, 'peak_intensity_consistency': 10.977956786349045, 'ge_normalized': 0.7003917113326431, 'ge': 165512.89851454916, 'spatial_spread_error': 12.431428153382754, 'gap_error': 0.8322526741031471}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 40287.31182072829, 'shape_smoothness': 99.14079842750039, 'edge_consistency': 426058.64271613833, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9247750674171454, 'intensity_variance_error': 0.7670151250771106, 'peak_intensity_consistency': 15.360862168586033, 'ge_normalized': 0.5691838418507755, 'ge': 209233.16327507584, 'spatial_spread_error': 12.385491698901236, 'gap_error': 0.9090882834234293}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 114946.2476190476, 'shape_smoothness': 100.4592347901114, 'edge_consistency': 426786.98043976113, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8494575269356873, 'intensity_variance_error': 0.7601106243105166, 'peak_intensity_consistency': 17.39045569468001, 'ge_normalized': 0.5283476851599509, 'ge': 238065.14215366298, 'spatial_spread_error': 13.648705702902104, 'gap_error': 0.8981618604203253}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16275.700144300145, 'shape_smoothness': 53.4978877669883, 'edge_consistency': 426782.24480895366, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9961053331786385, 'intensity_variance_error': 0.585081991727665, 'peak_intensity_consistency': 7.791862859973651, 'ge_normalized': 0.5013442418353431, 'ge': 213496.54701121442, 'spatial_spread_error': 11.91190186670179, 'gap_error': 0.8495749921446515}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30502.30954868886, 'shape_smoothness': 42.227286369842325, 'edge_consistency': 426556.95307129313, 'edge_intensity_error': 0.13460703227800078, 'intensity_gradient_error': 0.8191539273048379, 'intensity_variance_error': 0.7050409376728103, 'peak_intensity_consistency': 7.165211119686657, 'ge_normalized': 0.6303547504146992, 'ge': 158397.32059623054, 'spatial_spread_error': 10.5532311708047, 'gap_error': 0.9109042053317365}
{'weights': [0.7000000000000001, 0.1, 0.19999999999999993], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 80512.14574314574, 'shape_smoothness': 94.87082637988273, 'edge_consistency': 425848.47104413965, 'edge_intensity_error': 0.17346721988214808, 'intensity_gradient_error': 0.8323883579998278, 'intensity_variance_error': 0.7242037030203378, 'peak_intensity_consistency': 16.8474295408912, 'ge_normalized': 0.6291520674161567, 'ge': 204943.49799021342, 'spatial_spread_error': 12.316167058830802, 'gap_error': 0.8865473978407422}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 78755.39768518519, 'shape_smoothness': 121.55617680357261, 'edge_consistency': 426789.2759404802, 'edge_intensity_error': 0.005651083430095645, 'intensity_gradient_error': 0.8350018699079897, 'intensity_variance_error': 0.46239429354651174, 'peak_intensity_consistency': 18.704651769466707, 'ge_normalized': 0.5351891609788305, 'ge': 207327.7688779316, 'spatial_spread_error': 14.570905736148033, 'gap_error': 0.9068908468413577}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15952.279271708683, 'shape_smoothness': 73.24138124968435, 'edge_consistency': 426753.42817859474, 'edge_intensity_error': 0.28289609434877555, 'intensity_gradient_error': 0.9295830884473838, 'intensity_variance_error': 0.6977308081539965, 'peak_intensity_consistency': 15.170005533736079, 'ge_normalized': 0.6119385195365238, 'ge': 186543.36967980256, 'spatial_spread_error': 12.603735687145289, 'gap_error': 0.8607413675611166}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 55106.19506172839, 'shape_smoothness': 131.03373787195287, 'edge_consistency': 426207.75706125767, 'edge_intensity_error': 0.7800087404971392, 'intensity_gradient_error': 0.8946989779107959, 'intensity_variance_error': 0.7287909244570656, 'peak_intensity_consistency': 18.60493814331372, 'ge_normalized': 0.5467187805449365, 'ge': 204772.35565319288, 'spatial_spread_error': 13.587555399987478, 'gap_error': 0.8911875753020352}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 88682.06390056021, 'shape_smoothness': 62.80008171613534, 'edge_consistency': 426648.8449030896, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9415749775274073, 'intensity_variance_error': 0.7320165344995925, 'peak_intensity_consistency': 12.460736755716946, 'ge_normalized': 0.5240247531909915, 'ge': 234948.5214036432, 'spatial_spread_error': 13.271586400475949, 'gap_error': 0.8595634668568574}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 117158.9462962963, 'shape_smoothness': 96.70141174161115, 'edge_consistency': 426763.5182961536, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8552331771492385, 'intensity_variance_error': 0.75558557875994, 'peak_intensity_consistency': 16.94662868640427, 'ge_normalized': 0.5337535690150611, 'ge': 239625.98151859615, 'spatial_spread_error': 13.56557539735329, 'gap_error': 0.8861085558696704}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31028.04401651988, 'shape_smoothness': 41.23493346882244, 'edge_consistency': 426561.3502358706, 'edge_intensity_error': 0.13566229738720237, 'intensity_gradient_error': 0.8255977504472591, 'intensity_variance_error': 0.7085821451395504, 'peak_intensity_consistency': 7.128943803272995, 'ge_normalized': 0.6282539652911169, 'ge': 158959.2838459918, 'spatial_spread_error': 10.55768400239206, 'gap_error': 0.9119750552766543}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16649.436621605164, 'shape_smoothness': 45.311646265747925, 'edge_consistency': 426741.35320288345, 'edge_intensity_error': 0.41010955760915196, 'intensity_gradient_error': 1.0475358300633, 'intensity_variance_error': 0.759193297216891, 'peak_intensity_consistency': 8.009948239991724, 'ge_normalized': 0.7352658674023534, 'ge': 153715.31055810043, 'spatial_spread_error': 10.902792787411405, 'gap_error': 0.8451921149563706}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31915.49496336996, 'shape_smoothness': 112.9030575702098, 'edge_consistency': 425702.56879877, 'edge_intensity_error': 0.1098384330930724, 'intensity_gradient_error': 0.9427009546412276, 'intensity_variance_error': 0.9157809185725659, 'peak_intensity_consistency': 17.710263838557836, 'ge_normalized': 0.481573377817964, 'ge': 217384.21012804133, 'spatial_spread_error': 14.15377994877997, 'gap_error': 0.8922477139838074}
{'weights': [0.7000000000000001, 0.15000000000000002, 0.1499999999999999], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31533.19959975369, 'shape_smoothness': 40.377282119221775, 'edge_consistency': 426540.08153549285, 'edge_intensity_error': 0.12276571110385263, 'intensity_gradient_error': 0.8193489495007761, 'intensity_variance_error': 0.70112030924816, 'peak_intensity_consistency': 7.107499221068406, 'ge_normalized': 0.6367983516075443, 'ge': 158167.1594721798, 'spatial_spread_error': 10.43849103420772, 'gap_error': 0.911993312054168}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 18672.30289449113, 'shape_smoothness': 85.83400874754419, 'edge_consistency': 426462.677112795, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.866724711065915, 'intensity_variance_error': 0.7018795876927779, 'peak_intensity_consistency': 13.086392466968304, 'ge_normalized': 0.5340516130382315, 'ge': 222278.13539697413, 'spatial_spread_error': 12.76457591799487, 'gap_error': 0.9045553434760972}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 61758.56377217554, 'shape_smoothness': 85.97841567640694, 'edge_consistency': 425787.09507405106, 'edge_intensity_error': 0.1605779341253882, 'intensity_gradient_error': 0.8130438270139053, 'intensity_variance_error': 0.6221886767827075, 'peak_intensity_consistency': 16.523618837401425, 'ge_normalized': 0.5265139552530939, 'ge': 229067.8155789645, 'spatial_spread_error': 13.58916842514864, 'gap_error': 0.8907628328391363}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30781.912392835922, 'shape_smoothness': 52.16122660628988, 'edge_consistency': 426577.5679963446, 'edge_intensity_error': 0.1457689084462356, 'intensity_gradient_error': 0.8207437663167324, 'intensity_variance_error': 0.6343214908981164, 'peak_intensity_consistency': 10.08710515926469, 'ge_normalized': 0.5856778105332755, 'ge': 154004.77022162126, 'spatial_spread_error': 9.901158579599896, 'gap_error': 0.8741880792792739}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 23296.58392857143, 'shape_smoothness': 41.90061718105976, 'edge_consistency': 426737.3908529579, 'edge_intensity_error': 0.06389519983922431, 'intensity_gradient_error': 0.9481834671722953, 'intensity_variance_error': 0.7297400851665569, 'peak_intensity_consistency': 6.808941453470378, 'ge_normalized': 0.5241723838155534, 'ge': 186825.428271274, 'spatial_spread_error': 11.862562944027713, 'gap_error': 0.9174981544257165}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 28752.565914786963, 'shape_smoothness': 78.54382419120805, 'edge_consistency': 426667.3597739699, 'edge_intensity_error': 0.11917986809873755, 'intensity_gradient_error': 1.0908702479620647, 'intensity_variance_error': 0.8913666316919587, 'peak_intensity_consistency': 11.532679407775944, 'ge_normalized': 0.44044846078091343, 'ge': 236442.69127294817, 'spatial_spread_error': 13.308270442047773, 'gap_error': 0.8648126145018035}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13269.709523809523, 'shape_smoothness': 70.78014024982396, 'edge_consistency': 1090456.1866464855, 'edge_intensity_error': 0.34308942615979404, 'intensity_gradient_error': 0.9545461634798033, 'intensity_variance_error': 0.8274842857221075, 'peak_intensity_consistency': 14.254322942184755, 'ge_normalized': 0.7186408326679393, 'ge': 161957.0837683451, 'spatial_spread_error': 11.324803314384027, 'gap_error': 0.8278924269943747}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 84360.20781954887, 'shape_smoothness': 193.80975322051765, 'edge_consistency': 426430.24776890106, 'edge_intensity_error': 0.173154774512109, 'intensity_gradient_error': 0.960395860447616, 'intensity_variance_error': 0.519032347746793, 'peak_intensity_consistency': 19.337515524260052, 'ge_normalized': 0.501382567352741, 'ge': 193392.39533092172, 'spatial_spread_error': 14.64824888145553, 'gap_error': 0.9179515839638354}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 11632.547916666668, 'shape_smoothness': 37.440705262800286, 'edge_consistency': 426383.44108649733, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8250137297103487, 'intensity_variance_error': 0.7485602629815323, 'peak_intensity_consistency': 7.046972626882017, 'ge_normalized': 0.6674383242848236, 'ge': 154897.14746971044, 'spatial_spread_error': 10.987059583742772, 'gap_error': 0.8817281358907764}
{'weights': [0.7000000000000001, 0.2, 0.09999999999999992], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30277.783315826327, 'shape_smoothness': 46.7449200368064, 'edge_consistency': 426268.13402221893, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8490847514867584, 'intensity_variance_error': 0.6970460039223855, 'peak_intensity_consistency': 8.612015032223413, 'ge_normalized': 0.66496162264196, 'ge': 147865.90016197102, 'spatial_spread_error': 9.864143386405617, 'gap_error': 0.867077761863262}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36243.914192343604, 'shape_smoothness': 47.772608533436404, 'edge_consistency': 426524.2526889338, 'edge_intensity_error': 0.3317958719988969, 'intensity_gradient_error': 0.820330264654109, 'intensity_variance_error': 0.691948128600567, 'peak_intensity_consistency': 9.698964025052565, 'ge_normalized': 0.6692215403670764, 'ge': 158125.00459412413, 'spatial_spread_error': 10.342102938101766, 'gap_error': 0.8720773146013459}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 17614.263492063492, 'shape_smoothness': 81.8902663133074, 'edge_consistency': 426592.73469802196, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8772877067563334, 'intensity_variance_error': 0.7057926820485084, 'peak_intensity_consistency': 12.781062135667279, 'ge_normalized': 0.5395327239919904, 'ge': 220700.69123581777, 'spatial_spread_error': 12.696919276085595, 'gap_error': 0.901627224695568}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 32058.486507936508, 'shape_smoothness': 36.129754572844085, 'edge_consistency': 426495.19265098637, 'edge_intensity_error': 0.24023690318735738, 'intensity_gradient_error': 0.8019557519706942, 'intensity_variance_error': 0.6686476933668389, 'peak_intensity_consistency': 6.795801707244169, 'ge_normalized': 0.6291277034057724, 'ge': 161857.37471126718, 'spatial_spread_error': 10.52338323269229, 'gap_error': 0.9037097108747508}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 90112.65902194212, 'shape_smoothness': 179.25910767325533, 'edge_consistency': 426761.05155148805, 'edge_intensity_error': 0.3549237695938454, 'intensity_gradient_error': 0.9658002162560919, 'intensity_variance_error': 0.508254273706573, 'peak_intensity_consistency': 18.136669606804816, 'ge_normalized': 0.5014560377770604, 'ge': 223991.3090578429, 'spatial_spread_error': 14.644462418015259, 'gap_error': 0.9033350557365619}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16501.07142857143, 'shape_smoothness': 47.588506343800326, 'edge_consistency': 426783.6570130678, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0379904940531992, 'intensity_variance_error': 0.6061563290044877, 'peak_intensity_consistency': 7.631320752010275, 'ge_normalized': 0.49080561811720713, 'ge': 210362.7543789381, 'spatial_spread_error': 12.061921713669838, 'gap_error': 0.8820157415313125}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 96616.98013888889, 'shape_smoothness': 97.5195971033354, 'edge_consistency': 426918.3219004218, 'edge_intensity_error': 0.7138580149387286, 'intensity_gradient_error': 0.8573687481151034, 'intensity_variance_error': 0.7147567812723103, 'peak_intensity_consistency': 17.559119852773645, 'ge_normalized': 0.5325718806042149, 'ge': 213620.00033723156, 'spatial_spread_error': 13.242389765407973, 'gap_error': 0.9091811397701233}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30266.046633825947, 'shape_smoothness': 38.82221389918173, 'edge_consistency': 426478.23597319674, 'edge_intensity_error': 0.15264414209438107, 'intensity_gradient_error': 0.823019290996136, 'intensity_variance_error': 0.6993444273028807, 'peak_intensity_consistency': 6.954191642255491, 'ge_normalized': 0.6281988307090448, 'ge': 159858.56057073383, 'spatial_spread_error': 10.483602320769796, 'gap_error': 0.9111500302377795}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30005.366857515244, 'shape_smoothness': 48.5949367828303, 'edge_consistency': 425995.7989491426, 'edge_intensity_error': 0.34281803101676406, 'intensity_gradient_error': 0.7905221113263289, 'intensity_variance_error': 0.6805018699148428, 'peak_intensity_consistency': 9.20573730803214, 'ge_normalized': 0.6463498142939603, 'ge': 153272.55224547503, 'spatial_spread_error': 10.164392542087407, 'gap_error': 0.879216957557774}
{'weights': [0.7000000000000001, 0.25, 0.04999999999999993], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16828.529849439776, 'shape_smoothness': 52.51449105428612, 'edge_consistency': 426695.78214450035, 'edge_intensity_error': 0.4035418361926304, 'intensity_gradient_error': 1.0165176034380694, 'intensity_variance_error': 0.6913983686999838, 'peak_intensity_consistency': 6.745552248708177, 'ge_normalized': 0.49962358703993875, 'ge': 197621.42274323176, 'spatial_spread_error': 12.066298701726682, 'gap_error': 0.899496199701398}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36750.65714285714, 'shape_smoothness': 56.10850550635266, 'edge_consistency': 426922.2196607062, 'edge_intensity_error': 0.5121905078432091, 'intensity_gradient_error': 0.8505572267987906, 'intensity_variance_error': 0.7169419436933345, 'peak_intensity_consistency': 10.399600511720086, 'ge_normalized': 0.6393336248819009, 'ge': 156197.0396940911, 'spatial_spread_error': 10.647432539630937, 'gap_error': 0.8966328892147925}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13057.049601379013, 'shape_smoothness': 65.3315126417493, 'edge_consistency': 426850.99318710616, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9908972177766179, 'intensity_variance_error': 0.7620611785592115, 'peak_intensity_consistency': 8.633890154246638, 'ge_normalized': 0.5153717826178172, 'ge': 191894.01089638777, 'spatial_spread_error': 11.551499726995866, 'gap_error': 0.8475170947499878}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13837.409523809525, 'shape_smoothness': 69.8987981122579, 'edge_consistency': 426617.78817674145, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.948883411617981, 'intensity_variance_error': 0.8211982547311689, 'peak_intensity_consistency': 7.87655285177692, 'ge_normalized': 0.5440693325476506, 'ge': 188127.8241807917, 'spatial_spread_error': 11.921839373268986, 'gap_error': 0.8691989759890325}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 80425.14502164502, 'shape_smoothness': 101.54401951067968, 'edge_consistency': 425937.1633873265, 'edge_intensity_error': 0.1718936535012637, 'intensity_gradient_error': 0.8362128864020512, 'intensity_variance_error': 0.700648680065874, 'peak_intensity_consistency': 17.16566783783074, 'ge_normalized': 0.6314184813080446, 'ge': 204178.20639953463, 'spatial_spread_error': 12.301196961588097, 'gap_error': 0.890847792236193}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 106780.57333937199, 'shape_smoothness': 90.0717303562137, 'edge_consistency': 426909.20932876325, 'edge_intensity_error': 0.8050166912284168, 'intensity_gradient_error': 0.8740649103361239, 'intensity_variance_error': 0.7715299854601315, 'peak_intensity_consistency': 17.918185297114047, 'ge_normalized': 0.513886108740731, 'ge': 220831.79707172667, 'spatial_spread_error': 13.839593072030814, 'gap_error': 0.9103346892707204}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 21985.63772175537, 'shape_smoothness': 58.377413309322634, 'edge_consistency': 426365.3804694089, 'edge_intensity_error': 0.7105386575974677, 'intensity_gradient_error': 0.8338851541227723, 'intensity_variance_error': 0.7032131475253826, 'peak_intensity_consistency': 9.545785441753749, 'ge_normalized': 0.5978429194963866, 'ge': 156918.11204574004, 'spatial_spread_error': 10.247067924709084, 'gap_error': 0.8897546465277905}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 18618.731944444444, 'shape_smoothness': 96.45122157341541, 'edge_consistency': 426311.9245501955, 'edge_intensity_error': 0.4350287598816152, 'intensity_gradient_error': 1.0743598343112992, 'intensity_variance_error': 0.8575015633341034, 'peak_intensity_consistency': 10.866067225457861, 'ge_normalized': 0.5020360777446617, 'ge': 228534.5261324798, 'spatial_spread_error': 13.385640175340862, 'gap_error': 0.8965618873095481}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 25624.798457481218, 'shape_smoothness': 44.40945308567538, 'edge_consistency': 426528.38858994254, 'edge_intensity_error': 0.18248122350086962, 'intensity_gradient_error': 0.8246901937215464, 'intensity_variance_error': 0.71827867411652, 'peak_intensity_consistency': 7.294410266719818, 'ge_normalized': 0.6220703378079658, 'ge': 158989.32300774418, 'spatial_spread_error': 10.642934800781122, 'gap_error': 0.9119608189120103}
{'weights': [0.7500000000000001, 0.05, 0.1999999999999999], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 111596.13037925481, 'shape_smoothness': 106.46382712560442, 'edge_consistency': 426864.18652069615, 'edge_intensity_error': 0.002235859412580569, 'intensity_gradient_error': 0.8384182533940159, 'intensity_variance_error': 0.7546344031956028, 'peak_intensity_consistency': 17.87387032625006, 'ge_normalized': 0.5282451915015898, 'ge': 236474.70565831743, 'spatial_spread_error': 13.809764739676147, 'gap_error': 0.896378999531875}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 107310.83810629517, 'shape_smoothness': 91.65294656378131, 'edge_consistency': 426655.53464728704, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8601769833124596, 'intensity_variance_error': 0.732298812301079, 'peak_intensity_consistency': 16.546794088428165, 'ge_normalized': 0.5526016947062096, 'ge': 233792.73658111392, 'spatial_spread_error': 13.40949476881366, 'gap_error': 0.886397363580642}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14867.584126984128, 'shape_smoothness': 73.94320114119148, 'edge_consistency': 426851.93554790545, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.005640643600038, 'intensity_variance_error': 0.5961789933319525, 'peak_intensity_consistency': 8.811578215298775, 'ge_normalized': 0.5224782009194209, 'ge': 193663.09362081307, 'spatial_spread_error': 11.310277850526978, 'gap_error': 0.8367473029615887}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 83447.15257936508, 'shape_smoothness': 179.43111026723327, 'edge_consistency': 426715.35458734864, 'edge_intensity_error': 0.18069377717269916, 'intensity_gradient_error': 0.9593227318438521, 'intensity_variance_error': 0.48933674648325765, 'peak_intensity_consistency': 19.075076619218105, 'ge_normalized': 0.5033659180460602, 'ge': 198096.2893491723, 'spatial_spread_error': 14.52028874599074, 'gap_error': 0.9089380008864477}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 49449.07307692308, 'shape_smoothness': 135.86612124839596, 'edge_consistency': 426062.82822329685, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9633703652330091, 'intensity_variance_error': 0.7205075550668266, 'peak_intensity_consistency': 13.585026522227153, 'ge_normalized': 0.6066058089062631, 'ge': 182881.9317347757, 'spatial_spread_error': 12.58603214972838, 'gap_error': 0.8720269708587697}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 21083.563584691172, 'shape_smoothness': 28.721268861356137, 'edge_consistency': 426749.9630740253, 'edge_intensity_error': 0.015955395674194534, 'intensity_gradient_error': 0.9947257299105935, 'intensity_variance_error': 0.8637249442423812, 'peak_intensity_consistency': 11.704310511559095, 'ge_normalized': 0.5459016470124277, 'ge': 185306.37952435843, 'spatial_spread_error': 12.205034194236497, 'gap_error': 0.8872513445967561}
{'weights': [0.7500000000000001, 0.1, 0.14999999999999988], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 39034.77329192547, 'shape_smoothness': 128.40234848977744, 'edge_consistency': 426444.05704599986, 'edge_intensity_error': 0.39175016622834047, 'intensity_gradient_error': 0.9108022165722166, 'intensity_variance_error': 0.7814426533047593, 'peak_intensity_consistency': 15.26406735290744, 'ge_normalized': 0.5685312127750178, 'ge': 217356.1471222665, 'spatial_spread_error': 12.608269500683354, 'gap_error': 0.8941050327135686}
